Facility_ID,Hospital_ID,Hospital_Type,Hospital_Type_Code,Hospital_Name,Address,Hospital_Contact,State_Code,District_Code,Speciality_Code,Emplaned_Date,Hospital_Latitude,Hospital_Longitude,SchemeCode
HOSP6P102618,6102618,Hospital,P,Sachin Hospital,"New Sohna Rd, Palwal,",9215566950,6,619,"100005,100006,100015,100017,100023,100026",2019-12-20 10:51:13,28.14,77.32,PMJAY
HOSP6P107753,6107753,Hospital,P,VISHWAKARMA HOSPITAL,"NEAR 33 KV BIJLI BOARD,",9817784096,6,604,"100004,100006,100012,100015,100023",2019-12-20 11:12:27,28.20949991612784,76.94338960048418,PMJAY
HOSP6P118993,6118993,Hospital,P,KIRTI HOSPITAL,1315/4 park road ,9138720646,6,66,"100005,100006,100012,100023",2021-02-11 11:20:15,29.8046178467185,76.402427781637,PMJAY
HOSP6P120243,6120243,Hospital,P,Sharma eye hospital,"Bawa tarana road,",9813268900,6,75,100013,2023-12-05 16:25:17,29.00,77.03,PMJAY
HOSP6P121116,6121116,Hospital,P,Life Care Hospital,"LADWA road near icici bank ,",8295533726,6,68,"100004,100005,100006,100015,100016,100020",2022-12-01 09:51:23,30.1768470000001,76.7774570000001,PMJAY
HOSP6P124273,6124273,Hospital,P,ANEJA BHOGAL MULTISPECIALITY HOSPITAL,"OPP.HUDA COMMERCIAL CENTER, SIKKA COLONY, DELHI ROAD",9812591077,6,75,"100005,100006,100015",2023-11-17 15:31:14,27.2046,77.4977,PMJAY
HOSP6P126233,6126233,Hospital,P,SHIVAM HOSPITAL,"SHIVAM HOSPITAL,",8813000330,6,74,"100005,100006,100012,100015,100023",2022-07-29 16:06:47,29.5375560000001,75.0321950000001,PMJAY
HOSP6P127614,6127614,Hospital,P,ROHTAK CANCER CARE HOSPITAL& RESEARCH CENTRE ,"Narang Plaza,Near jat Bhawan, Rohtak",9254719000,6,73,"100005,100006,100008,100015,100016,100022,100023,100026",2021-10-22 13:04:20,28.8900100000001,76.626986,PMJAY
HOSP6P130946,6130946,Hospital,P,Dr. Anant Ram Janta Hospital Pvt. Ltd.,"Civil Hospital Road, Barwala",9416042096,6,63,,2022-03-24 14:36:15,29.364075,75.906776,PMJAY
HOSP6P134238,6134238,Hospital,P,MAX FORT HOSPITAL,"GURU SADAN, BARWASNI,SONIPAT,",8930022260,6,75,"100005,100006,100012,100013,100015,100016,100023",2023-12-13 14:36:41,29.012572,76.962279,PMJAY
HOSP6P138682,6138682,Hospital,P,KRITI HOSPITAL,"Plot No. 13, Sector 56,",9899404221,6,62,"100005,100006,100012,100015,100016,100017,100023",2022-05-05 09:58:19,28.39,77.05,PMJAY
HOSP6P145777,6145777,Hospital,P,G K Super Specialty Hospital,"Gaurav Shikshan Sansthan, Ajam Nagar, Narnaul,",7988263974,6,69,"100005,100006,100012,100015",2023-02-28 12:50:13,28.116586,76.10326,PMJAY
HOSP6P148185,6148185,Hospital,P,AASTHA HOSPITAL,"ZOO ROAD,zoo road , housing board colony , bhiwani haryana 127021",8529746669,6,59,,2024-11-21 10:17:33,28.803639,76.143441,PMJAY
HOSP6P159468,6159468,Hospital,P,Hasija Hospital,"NH 44, sector 57, Kundli Industrial Area, 131028 Sonipat,",9812032202,6,75,,2023-12-05 10:07:24,28.880142642613094,77.12095651786319,PMJAY
HOSP6P164035,6164035,Hospital,P,AL SALAM HOSPITAL,"OPPOSITE TO NEW ANAJ MANDI ,GATE NO 2 , AL SALAM HOSPITAL,TAURU , NUH ROAD , TAURU , NUH , HARYANA, OPPOSITE TO NEW ANAJ MANDI ,GATE NO 2 ,TAURU, NUH ROAD , TAURU , NUH , HARYANA ",8221886675,6,604,"100005,100006,100010,100012,100013,100015,100017,100023",2024-06-27 15:23:25,28.2083170192211,76.95488230352578,PMJAY
HOSP6P168134,6168134,Hospital,P,DHARAMPUTRA HOSPITAL,"24-25 KM STONE, VILL- CHIRANA, DISTT- SONIPAT, HARYANA",7500865646,6,75,"100005,100006,100012,100015",2024-01-03 11:46:56,29.21959,76.80064,PMJAY
HOSP6P168156,6168156,Hospital,P,M K DATTA HOSPITAL,"3695/17, cross road 1Punjabi Mohalla, Sadar Bazar Ambala Cantt Haryana ,",9996121818,6,58,,2024-07-29 11:18:29,30.340100000000035,76.84600000000012,PMJAY
HOSP6P206845,6206845,Hospital,P,VIDHATA NURSING HOME,"Near Bus Stand, Uklanamandi,",9729331818,6,63,,2025-02-14 16:06:41,29.480410,75.979690,PMJAY
HOSP9P111307,9111307,Hospital,P,UNIQUE HOSPITAL & ULTRASOUND CENTRE,"Near Golghar Mandi Dhanaura,",9412409781,9,154,"100005,100006,100012",2020-03-17 12:33:58,28.968273,78.249857,PMJAY
HOSP9P119775,9119775,Hospital,P,Ayushman Hospital ,"35 AYUSHMAN HOSPITAL,SAFI COLONY GARH DELHI ROAD SAIMBHAWALI DISTRICT HAPUR",9313331906,9,661,,2020-08-26 16:10:59,28.761047,77.984002,PMJAY
HOSP9P122565,9122565,Hospital,P,AIM PARAS HEALTH CARE HOSPITAL,"qazizadgan, gokul nagar chandpur,",8899953777,9,132,"100006,100012,100015,100023",2021-03-17 13:27:26,29.137319,78.273424,PMJAY
HOSP9P131011,9131011,Hospital,P,PANACEA HOSPITAL A UNIT OF AAROHA HEALTHCARE PVT LTD ,"B 36/44 B-4, KABIR NAGAR, DURGAKUND,KABIR NAGAR, DURGAKUND",9935524898,9,187,"100005,100006,100010,100012,100013,100015,100017,100023",2026-06-03 16:50:36,25.288698,82.993433,PMJAY
HOSP9P131322,9131322,Hospital,P,Ashok Hospital,"C C Road  Ramnath Deoria,",8795493343,9,137,"100005,100006,100013",2024-05-21 18:19:46,26.491712,83.777204,PMJAY
HOSP9P131993,9131993,Hospital,P,PUSHPANJALI HOSPITAL ,"ARJUNGANJ LKO,ARJUNGANJ LUCKNOW",7275222984,9,162,"100001,100004,100005,100006,100010,100011,100012,100013,100014,100015,100016,100017,100019,100022,100023",2022-06-27 15:28:23,26.801024,80.993909,PMJAY
HOSP9P138178,9138178,Hospital,P,AMBE HOSPITAL AND TRAUMA CENTER,"OLD DELHI ROAD,",9899478586,9,661,"100004,100005,100006,100010,100017",2022-05-25 16:37:58,28.728877,77.767015,PMJAY
HOSP9P146374,9146374,Hospital,P,NEW LIFE HOSPITAL,"jani khurd baghpat road meerut ,",7078336967,9,169,"100005,100006,100015",2022-11-07 11:08:02,28.961911,77.5611840000001,PMJAY
HOSP9P146967,9146967,Hospital,P,Care Hospital,"Behind Samay Mata Mandir, Khalilabad,",9807930833,9,178,100006,2022-09-27 14:23:57,26.77184850382733,83.07084972450389,PMJAY
HOSP9P146968,9146968,Hospital,P,PURVANCHAL HOSPITAL,"SONBARSA BAZAR SARDARNAGR ROAD,",9839690113,9,148,100006,2022-10-25 11:52:56,26.740286,83.579010,PMJAY
HOSP9P147567,9147567,Hospital,P,UNIQUE HOSPITAL,"UNIQUE HOSPITAL,CHANDPUR NAUGAWAN ROAD",9336321751,9,132,100005,2022-11-07 11:49:23,29.136257,78.394629,PMJAY
HOSP9P149450,9149450,Hospital,P,MEENAL NURSING HOME,"E-4 RAIL VIHAR ROAD RAPTI NAGAR PHASE -4 CHARGAWAN GORAKHPUR,",7905277511,9,148,,2023-02-01 14:43:38,26.806112,83.389493,PMJAY
HOSP9P149528,9149528,Hospital,P,Munmun Clinic and Maternity Home,"Bangla Tal Chauraha,Near Sony Hotel",9919532405,9,178,"100006,100012",2023-08-30 16:32:30,26.867466,83.1317240000001,PMJAY
HOSP9P149986,9149986,Hospital,P,MAHA LAXMI HOSPITAL AND TRAUMA CENTER,"NEAR NAYA BAS BUS STAND BULANDSHAHR ROAD SIYANA,BULANDSHAHR ROAD SIYANA",9568009988,9,134,"100005,100006,100012,100013,100017",2023-03-20 18:25:10,28.605626,78.043686,PMJAY
HOSP9P155640,9155640,Hospital,P,SUNRISE HOSPITAL,"sunrise hospital,KHICHRA BUS STAND MASURI GULAVATHI ROAD DHAULANA",9313026767,9,661,"100005,100012,100015,100017",2023-03-31 13:30:51,28.621627,77.722774,PMJAY
HOSP9P155878,9155878,Hospital,P,NEWLIFE HOSPITAL,"NEW LIFW HOSPITAL,NTPC ROAD PIPLEHDA DHOLANA",7078336967,9,661,"100005,100006,100012,100015,100017",2023-04-03 16:04:25,28.603860,77.742468,PMJAY
HOSP9P158833,9158833,Hospital,P,MMD ,"Kamasin Road,",6389911666,9,128,"100004,100005,100012",2024-02-06 15:52:52,25.5151950000001,80.90781,PMJAY
HOSP9P162718,9162718,Hospital,P,Bala Ji Hospital,By pass Khalilabad Sant Kabeer Nagar ,9795129444,9,178,"100005,100006",2023-08-30 16:29:22,26.778284,83.0730186,PMJAY
HOSP9P166326,9166326,Hospital,P,ONCOCARE CANCER HOSPITAL,"Village- Bhadonia NH 24 Near Toll Plaza JOYA DISTT AMROHA (UP),",9758449955,9,154,,2023-08-14 11:39:28,28.847394,78.473444,PMJAY
HOSP9P167934,9167934,Hospital,P,Gulaothi Pulse Superspeciality Hospital Pvt Ltd,"sikandrabad road gulaothi,",9838041477,9,134,100005,2023-07-21 17:34:21,28.562585,77.762917,PMJAY
HOSP9P168049,9168049,Hospital,P,Kalyan Hospital,EKRA MUSHTAFA SAFI BUILDING SITAPUR BYPASS CHAURAHA HARDI ROAD DUBAGGA LUCKNOW UP,8574723374,9,162,"100005,100006,100011,100012,100015,100023",2023-07-21 13:03:07,26.871500,80.899750,PMJAY
HOSP9P172375,9172375,Hospital,P,P R S HOSPITAL ,"JASPUR ROAD BHUTPURI,",7668087747,9,132,"100005,100006",2024-07-10 13:58:07,29.4347010000001,78.806899,PMJAY
HOSP9P177656,9177656,Hospital,P,SHANYA GLOBAL SCANNING AND RESEARCH PRIVATE LIMITED,"Plot No.-TC-49-V, VIII, Vibhuti Khand, Gomti Nagar, Lucknow ,",8765583930,9,162,"100005,100007,100008,100021,100022",2023-12-05 13:50:49,26.87165840382505,80.9968432838391,PMJAY
HOSP9P183883,9183883,Hospital,P,NEW LIFE HOSPITAL,"New life hospital, opp-PNB,,New life hospital, Near PNB,, kherikarmu, panipat kairana road",9761363119,9,660,"100004,100005,100006,100012,100026",2024-06-11 13:25:32,29.439714614536612,77.29332732200601,PMJAY
HOSP9P188330,9188330,Hospital,P,NEW ADARSH HOSPITAL,"SEMRAUNA POOL KE BAGAL ME,NARAYANPUR ROAD, RUDRAPUR",8181812230,9,137,"100006,100012",,26.441283,83.605845,PMJAY
HOSP9P189215,9189215,Hospital,P,Ayodhya Neatralaya Type Hospital,"Mehdawal Road,Mehdawal Road ",9696227022,9,178,,2025-02-07 16:29:53,26.928631,83.082466,PMJAY
HOSP9P195797,9195797,Hospital,P,R N HOSPITAL,"R N Hospital Near rajkiy digri college Gauribazar Road,Gauribazar Road",9415734919,9,137,"100005,100006,100012",,26.561878,83.662497,PMJAY
HOSP9P201419,9201419,Hospital,P,SURYA HOSPITAL,"RUDRAPUR MOD KATHINAIYA,",9819222645,9,137,"100005,100006,100015",,26.481956,83.779300,PMJAY
HOSP10P102828,10102828,Hospital,P,Prasad Hospital,"Prasad Hospital Brahampura ,",8969295953,10,208,"100002,100004,100005,100006,100011,100012,100014,100015,100016,100020,100023",2021-07-20 12:10:41,26.134374,85.365450,PMJAY
HOSP20P111165,20111165,Hospital,P,SAI SEVA SADAN,"HATA CHOWK PO JURI PS POTKA,HATA CHOWK",9835748583,20,327,,2024-01-13 00:00:23.106,22.6179770000001,86.1589460000001,PMJAY
HOSP20P118094,20118094,Hospital,P,NAYAN SUKH NETRALAYA,OPPOSITE LEMON CHILLI HIRAK ROAD SUGIADIH DHANBAD,8789332250,20,325,100013,2020-11-27 20:45:35,23.8263936,86.4596659,PMJAY
HOSP20P120230,20120230,Hospital,P,SUNJEEVANI NURSING HOME,"near central bank, dhansar dhanbad,",6202135738,20,325,100015,2021-10-29 14:11:38,23.780852,86.4154480000001,PMJAY
HOSP20P122665,20122665,Hospital,P,JANTA HOSPITAL ,"janta hospital,palmerganj near post office",9308348606,20,336,"100005,100006,100015",2021-03-20 09:53:44,23.443628579064978,84.68873322592617,PMJAY
HOSP20P130708,20130708,Hospital,P,Asarfi Hospital,"BARAMURI, P.O. - BISHUNPUR POLYTECHNIC, DHANBAD  - 828130",8227996523,20,325,"100001,100002,100003,100005,100006,100008,100010,100011,100012,100013,100014,100015,100017,100019,100020,100022,100023",2023-03-23 12:24:36,23.8210,86.4144,PMJAY
HOSP20G135800,20135800,Hospital,G,WELFARE HOSPITAL TIGRA,"TIGRATIKRA TOLI RATU RANCHI,",9504115982,20,339,100005,2022-02-24 22:12:58,23.4179330000001,85.2129780000001,PMJAY
HOSP20P138473,20138473,Hospital,P,HZB FORD HOSPITAL & ORTHO CARE,"Chharwa, Romi Chowk, Near Petrol Pump,",8317792546,20,332,"100005,100006,100015",2023-08-23 14:34:59,24.024114219182536,85.32491755233877,PMJAY
HS22011207,22011207,Hospital,P,MITTAL INSTITUTE OF MEDICAL SCEINCE,"MITTAL HOSPITAL, LODHIPARA CHOWK, RAIPUR,",9425504442,22,387,"100005,100006,100008,100011,100014,100015,100019,100020,100021,100022",2020-04-23 12:32:56,21.2602640000001,81.6587650000001,PMJAY
HOSP22P143292,22143292,Hospital,P,SWETA HOSPITAL,"rajgamar road risdi,near jila jail",6200007505,22,383,"100004,100005,100006,100010,100012,100015,100017",2022-09-07 13:05:29,22.363172,82.755940,PMJAY
HS24003153,24003153,Hospital,P,SAMVED ORTHOPEDIC  JOINT REPLACEMENT HOSPITAL,"yes plaza near ralway fatak ,univercety rod ",9978907135,24,455,"100015,100020",2018-09-14 13:06:28,23.852223,72.1249460000001,PMJAY
HS24012100,24012100,Hospital,P,Shri Jivan Jyot Arogya Seva Sangh Everest Hospital ,"Shri Mehta Gardi and Bhanu General Hospital,Dr Shyama prasad Mukharji Road",9998552135,24,675,"100001,100004,100005,100006,100010,100012,100013,100015,100017,100019,100020,100023,100026",2018-09-14 17:25:10,20.8271481,71.0451285,PMJAY
HS24015106,24015106,Hospital,P,DATTU HOSPITAL,"Mahavir Rd, Ganesh Chokdi, Sardar Ganj, Anand, Gujarat 388001,",9879145561,24,440,100005,2018-09-14 13:06:28,22.5614130000001,72.9630780000001,PMJAY
HS24026043,24026043,Hospital,P,Siddhi vinayak hospital ,"Siddhi vinayak hospital ,Surti bazar,near State bank of india",9879581484,24,641,"100015,100026",2018-09-14 13:06:28,21.110927195181816,73.39207331878879,PMJAY
HOSP24P134437,24134437,Hospital,P,healthcare,"e-31,35 pushkar business park near. d mart ,,bapunagar",9909033055,24,438,"100010,100012",2021-12-14 11:42:11,23.0383580000001,72.6308490000001,PMJAY
HOSP24P141271,24141271,Hospital,P,Kailashben Bhailalbhai Patel Hospital,"24-44 First Floor, Shakti Landmark, ,Harij Road, Becharaji",8460406291,24,451,"100006,100010,100012,100015,100017,100020,100023",2022-11-12 18:09:14,23.498400,72.043800,PMJAY
HOSP24T170981,24170981,Hospital,P,KASHIMAA HOSPITAL,"RISHABH SURGICAL HOSPITAL,SHALIMAR COMPLEX , HOTEL APPLE IN NI GALIMA  , BHARUCH,RISHABH SURGICAL HOSPITAL,SHALIMAR COMPLEX , HOTEL APPLE IN NI GALIMA  , BHARUCH",9913838333,24,442,"100010,100017",2024-07-23 10:55:07,21.700742,72.9922320000001,PMJAY
HOSP24P194753,24194753,Hospital,P,PARTH CHILDREN HOSPITAL,ABOVE DR MAHIPATBHAI HOSPITAL NEAR BY RAILWAY FATAK M N  COLLAGE ROAD VISNAGAR,9106341664,24,451,"100010,100017",2024-10-03 11:24:23,23.70240,72.54260,PMJAY
HOSP27P146079,27146079,Hospital,P,Mulshi Hospital,"Sr No 143 Lavale Phata ,Pirangut",8888647102,27,490,"100001,100002,100004,100005,100006,100007,100008,100009,100010,100011,100012,100013,100014,100015,100016,100017,100018,100019,100020,100022,100023",2022-07-08 21:40:17,18.5036301,73.6889263,PMJAY
HOSP27P210386,27210386,Hospital,P,Dr Rahul Kamde,"A/P-Boradi Tal-Shirpur Dist-Dhule,",0,27,474,,2025-02-18 05:16:21,21.5225160000001,74.8942240000001,PMJAY
HOSP27P211119,27211119,Hospital,P,SUVIDHA MULTISPECIALITY HOSPITAL & ICU,"PAP/G/60,BEHIND KASTURI MARKET, THERMAX CHOWK, CHINCHWAD, MAJJID ROAD, HAVELI, Pune- 411019 Pune",0,27,490,"100001,100002,100003,100004,100005,100006,100007,100008,100009,100010,100011,100012,100013,100014,100015,100016,100017,100018,100019,100020,100021,100022,100023,100026",2025-03-26 17:31:52,,,PMJAY
HOSP21P110051,785129867,Hospital,P,LAXMIKANTA HEALTH CARE BALASORE,"ITI SQAUARE BALASORE,",9997072069,21,346,"100005,100006,100010,100011,100012,100014,100015,100016,100017,100018,100020,100023",2025-03-04 15:54:02.567084,21.50273,86.9247500000001,PMJAY
HOSP21P110052,785129868,Hospital,P,LIFECARE HOSPITAL,"OT ROAD,ITI CHHAK,",9776332588,21,346,100005,2025-03-04 15:54:02.567084,21.491105695548256,86.91874788487229,PMJAY
HOSP21P110056,785129872,Hospital,P,RAMKRISHNA SEVA KENDRA LLP,SAHABAJIPUR,7682806822,21,346,"100004,100005,100006,100012",2025-03-04 15:54:02.567084,21.6242,87.4826,PMJAY
HOSP21P110071,785129887,Hospital,P,SAI KRUPA POLY CLINIC AND HOSPITAL,"AT-BHATLI CHOWK, PO/DIST-BARGARH",9437134268,21,347,"100006,100012,100015,100017",2025-03-04 15:54:02.567084,21.332701,83.643303,PMJAY
HOSP21P110079,785129895,Hospital,P,BHOOMIKA EYE HOSPITAL,"NH-16, At-Dahanigadia Chhak, Bhadrak, Pin-756101, Odisha",9437925477,21,348,"100001,100002,100003,100004,100005,100006,100007,100008,100009,100010,100011,100012,100013,100014,100015,100016,100017,100018,100019,100020,100021,100022,100023,100026,100028",2025-03-04 15:54:02.567084,21.0574° N,86.4963° E,PMJAY
HOSP21P110100,785129916,Hospital,P,PUJAHARI HOSPITAL,KANDHAPALI PADA,9938109525,21,345,,2025-03-04 15:54:02.567084,20.71047,83.47846,PMJAY
HOSP21P110113,785129929,Hospital,P,AMA HOSPITAL,"niali, nuagaon,",9658902762,21,350,"100006,100012",2025-03-04 15:54:02.567084,20.14002417907882,86.05416198845302,PMJAY
HOSP21P110119,785129935,Hospital,P,CHITTARANJAN SEVA SADAN & HOSPITAL,"AT-ALOK NAGAR, PUBAKHANDA, PO/PS-NIALI, DIST - CUTTACK, ODISHA",9861085481,21,350,"100005,100006,100012,100016",2025-03-04 15:54:02.567084,20.1304467,86.0676202,PMJAY
HOSP21P110129,785129945,Hospital,P,JEEVAN JYOTI NURSING HOME,"AT-PO- KISHANNAGAR  PS-KISHANNAGAR PIN-754131, ",7205682153,21,350,100016,2025-03-04 15:54:02.567084,20.42605202676546,86.08549966115032,PMJAY
HOSP21P110159,785129975,Hospital,P,SHREE DURGA EYE HOSPITAL,"At. Nuagaon,Po. Nuagaon, Dist . Cuttack",7504080138,21,350,100013,2025-03-04 15:54:02.567084,20.14093,86.05300,PMJAY
HOSP21P110172,785129988,Hospital,P,ADOREASIA HOSPITAL,"FANDI ROAD , KATHAGOLA SAHI,MANGALABAG , CUTTACK",9776177755,21,350,"100005,100006,100012,100015,100016",2025-03-04 15:54:02.567084,85.8876,20.4750,PMJAY
HOSP21P110174,785129990,Hospital,P,ARCHIE HOSPITAL,"AT-GANDARPUR,NEAR BHARAT PETROLPUMP,PO-COLAGE SQUARE,PS-CHAILIAGANJ,DIST-CUTTACK",6370767029,21,350,"100005,100006,100009,100012,100014,100015,100016,100017",2025-03-04 15:54:02.567084,20.4635,85.9042,PMJAY
HOSP21P110186,785130002,Hospital,P,CHANDI DAS EYE HOSPITAL,"PURIGHAT, TELENGA BAZAR, ",9861126636,21,350,100013,2025-03-04 15:54:02.567084,20.4569918,85.8719227,PMJAY
HOSP21P110188,785130004,Hospital,P,CURE HOSPITAL,"AT-MERIABAZAR,CANAL ROAD ,PO- BUXIBAZAR, CUTTACK",9178105408,21,350,"100005,100006,100012,100016",2025-03-04 15:54:02.567084,20.471722,85.875441,PMJAY
